Unnamed_index;department;promoted;review;projects;salary;tenure;satisfaction;bonus;avg_hrs_month;left
61;support;0;0.712532334;4;medium;7;0.558210635;0;184.9920238;no
62;sales;0;0.808060006;2;medium;4;0.628252011;0;176.7377064;no
63;retail;0;0.727921979;3;medium;6;0.445588595;0;183.9767525;no
64;retail;0;0.581833918;3;medium;6;0.705929308;0;181.5170811;no
65;marketing;0;0.758125057;4;high;6;0.483962478;0;183.5296571;no
66;support;0;0.599627223;4;medium;5;0.617964355;0;180.3704794;no
67;sales;0;0.630253744;3;medium;6;0.70191153;1;183.8850951;no
68;retail;0;0.694176669;4;low;7;0.55907061;0;185.4451451;no
69;sales;0;0.674908302;3;high;5;0.644358591;0;179.8174735;no
70;finance;0;;3;medium;5;0.623611326;0;180.5347154;no
71;sales;0;0.494391157;4;high;7;0.696390445;0;187.2150008;no
72;retail;0;0.590274631;4;medium;6;0.763262741;0;182.302123;no
73;retail;0;0.595757251;2;medium;6;0.699193865;0;181.8315633;no
74;retail;0;0.565076765;3;medium;6;0.729063761;0;182.496498;no
75;engineering;0;0.690475014;3;high;5;0.534564831;0;178.8036554;no
76;engineering;0;0.546251751;3;medium;6;0.824173133;0;184.1690109;no
77;operations;0;0.629803648;4;medium;6;0.475283163;0;183.2206117;no
78;retail;0;0.721352302;3;medium;8;0.234572153;1;189.2176507;no
79;sales;0;0.659463146;3;low;6;0.609295249;0;183.4254119;no
80;operations;0;0.58352297;3;low;5;0.663801766;0;179.3251364;no
81;retail;0;0.640763304;4;medium;6;0.626555447;0;182.6098298;no
82;engineering;0;0.726653913;4;medium;5;0.491992781;0;179.8290197;no
83;operations;0;0.551414708;3;high;5;0.734131812;0;180.6956607;no
84;engineering;0;0.783195094;2;medium;5;0.590379118;0;179.2850705;no
85;operations;0;0.574023455;3;medium;4;0.675510134;0;178.4306776;no
86;engineering;0;0.673954029;3;medium;5;0.487402879;0;181.2758716;no
87;admin;0;0.633547389;3;medium;5;0.702200346;0;181.0410083;no
88;support;0;0.656076741;3;medium;5;0.755421017;0;179.1327504;no
89;retail;0;0.674384637;3;medium;5;0.709405563;0;181.0763203;no
90;finance;0;0.756006889;4;medium;5;0.570238835;1;180.024182;no
91;sales;0;0.636714521;3;low;5;0.498147852;0;180.4503858;no
92;admin;0;;3;medium;4;0.60812025;0;177.6209786;no
93;retail;0;0.718663618;3;high;7;0.378206678;0;186.2045974;no
94;support;0;0.725882481;3;low;5;0.471959982;1;178.827345;no
95;support;0;0.65923794;3;medium;6;0.564798182;0;183.0628978;no
96;engineering;0;0.7734318;3;medium;5;0.464004407;0;180.7245365;no
97;retail;0;0.70458332;4;medium;5;0.478204506;1;180.4113408;no
98;engineering;0;0.622234951;3;medium;6;0.590670335;0;184.1505673;no
99;engineering;0;0.674879985;3;high;6;0.407666308;0;181.9732257;no
100;support;0;0.604044955;4;medium;5;0.581340552;1;178.9467419;no
101;engineering;0;0.549578372;3;high;4;0.747057568;0;177.6868474;no
102;retail;0;0.589616052;3;high;5;0.75607944;1;179.7236227;no
103;engineering;0;0.560545468;4;medium;6;0.5995061;0;182.2686023;no
104;operations;0;0.675817186;4;medium;7;0.543408218;0;185.1064447;no
105;retail;0;0.633452653;3;medium;6;0.479149833;0;183.8808129;no
106;engineering;0;0.541208247;4;medium;6;0.688984684;0;184.0884809;no
107;engineering;0;0.618028966;3;medium;6;0.577042772;0;184.2212963;no
108;sales;0;0.556084586;3;high;6;0.791771105;0;183.9105063;no
109;logistics;0;0.731464985;4;medium;5;0.550862318;0;180.926915;no
110;retail;0;0.574125938;4;medium;5;0.750826954;0;178.5627558;no
111;finance;0;0.69105225;3;medium;6;0.492388554;0;181.9169759;no
112;sales;0;0.642347326;3;high;4;0.652595241;0;178.420583;no
113;marketing;0;0.623618012;4;medium;6;0.604916787;0;184.2564644;no
114;operations;0;0.80586138;4;medium;4;0.448412469;1;175.6801487;no
115;retail;0;0.601774287;4;medium;5;0.682229371;0;181.0850494;no
116;engineering;0;0.628837956;2;medium;5;0.619197848;1;179.8733641;no
117;sales;0;0.609973532;3;medium;5;0.627798744;0;180.7045266;no
118;support;0;0.699703968;3;medium;6;0.488863057;0;183.0583833;no
119;operations;0;0.434516304;4;low;6;0.838391015;0;183.0289981;no
120;retail;0;0.605832177;3;medium;6;0.567077062;0;182.8069533;no
121;marketing;0;0.661303647;3;medium;6;0.566538172;0;182.6478298;no
122;retail;0;0.548066823;2;low;5;0.797725954;0;181.1370198;no
123;admin;0;0.639544094;2;medium;5;0.671373362;0;181.0722025;no
124;operations;0;0.694647344;4;high;5;0.685151586;0;179.4753991;no
125;logistics;0;0.626838913;4;medium;6;0.565615948;0;183.6352404;no
126;logistics;0;0.666144806;3;medium;5;0.582546643;0;179.6596715;no
127;retail;0;0.615463692;3;medium;4;0.702412055;0;177.1767216;no
128;retail;0;0.427174111;3;medium;6;0.991907024;0;181.6609985;no
129;operations;0;0.735882474;2;medium;5;0.592817166;0;180.8653965;no
130;retail;0;0.594850044;2;medium;5;0.680083865;0;180.4799197;no
131;retail;1;0.656384575;3;medium;6;0.539634371;0;183.8629896;no
132;retail;0;0.60710722;3;high;6;0.631660331;0;183.8701068;no
133;support;0;0.599680913;4;medium;5;0.53240606;0;179.3347043;no
134;sales;0;0.601820633;3;medium;6;0.678235561;0;182.965828;no
135;engineering;0;0.66878344;3;high;7;0.513693629;0;185.5802785;no
136;sales;0;0.562674549;3;medium;5;0.802714903;0;180.5059886;no
137;engineering;0;0.679258876;4;medium;6;0.600696862;0;181.8156662;no
138;engineering;0;0.727441572;3;high;5;0.437266613;1;180.6046793;no
139;marketing;0;0.650316196;4;medium;4;0.781372076;0;176.3918291;no
140;operations;0;0.730209759;3;medium;6;0.522292773;0;181.768932;no
141;logistics;0;0.457056742;3;medium;6;0.759986208;1;182.0049331;no
142;finance;0;0.646466129;3;medium;5;0.642770249;0;180.4135382;no
143;finance;0;0.644157402;3;medium;5;0.561106409;0;179.3499386;no
144;support;0;0.681605682;2;medium;6;0.443414165;0;182.5338603;no
145;sales;0;0.759990304;3;medium;5;0.489672961;0;180.7019946;no
146;IT;0;0.657971906;3;medium;5;0.781113807;0;179.1963729;no
147;retail;0;0.63084471;3;medium;7;0.646163495;0;184.6570899;no
148;IT;0;0.518279883;4;medium;7;0.744771525;0;185.2707738;no
149;operations;0;0.711860041;3;low;6;0.485460604;1;182.0175071;no
150;operations;0;0.589580785;3;medium;7;0.571662479;0;186.3410329;no
151;retail;0;0.655669042;3;medium;4;0.674975331;1;177.1959795;no
152;sales;0;0.611908488;3;medium;5;0.627946078;0;181.4496534;no
153;operations;0;0.687013577;4;medium;5;0.546604344;0;179.9566125;no
154;operations;0;0.675852277;3;medium;6;0.516385368;0;181.6683999;no
155;sales;1;0.693354126;3;high;6;0.437795181;0;183.1810773;no
156;engineering;0;0.683337248;3;medium;7;0.513974348;1;185.5264041;no
157;retail;0;0.832120093;4;medium;6;0.380192762;0;182.1608226;no
158;retail;0;0.526808921;4;medium;6;0.737336034;0;182.6645072;no
159;engineering;0;0.581761874;3;medium;5;0.695085759;0;179.4624003;no
160;IT;0;0.558842802;4;high;6;0.684294464;1;183.5085022;no
161;sales;0;0.600570886;2;medium;5;0.780967234;0;178.8356782;no
162;retail;1;0.653020533;3;medium;5;0.606442255;0;180.1409776;no
163;sales;0;0.613864419;3;low;6;0.569949731;0;182.8483946;no
164;sales;0;0.546511227;4;medium;6;0.630287794;0;183.1940173;no
165;retail;0;;3;medium;7;0.490116259;0;186.5855427;no
166;IT;0;;3;low;6;0.561485468;0;182.4243532;no
167;sales;0;0.63511644;3;medium;5;0.612545695;1;181.1064835;no
168;operations;0;0.738980918;4;medium;6;0.520221039;1;182.7286481;no
169;support;0;0.632368175;3;medium;5;0.684945785;1;180.9530045;no
170;retail;0;0.609038973;3;medium;6;0.688702382;0;183.7588351;no
171;engineering;0;0.688335592;3;medium;6;0.41753866;0;183.7053527;no
172;support;0;0.735177764;3;low;5;0.48774048;0;179.7135138;no
173;operations;0;0.55533617;4;high;6;0.735754842;0;182.7926661;no
174;retail;0;0.590960602;3;medium;4;0.70621238;0;177.3603659;no
175;operations;0;0.636495321;3;high;6;0.579998957;0;183.9645691;no
176;marketing;0;0.654703053;4;medium;5;0.541236903;0;180.4898235;no
177;support;0;0.712612249;4;low;5;0.574895831;0;179.9235555;no
178;operations;0;0.583551423;3;high;6;0.557731291;1;183.0005458;no
179;sales;0;0.640917589;4;medium;5;0.654852756;0;180.284063;no
180;engineering;0;0.75231436;4;high;5;0.526548264;0;179.6906757;no
181;finance;0;0.66555378;4;high;6;0.538138452;0;181.6233355;no
182;engineering;1;0.624815846;3;medium;6;0.667644405;0;182.4463467;no
183;support;0;0.514448656;3;medium;6;0.798658343;0;181.7830031;no
184;marketing;0;0.58003238;3;medium;6;0.573358545;0;183.984318;no
185;marketing;0;0.573754195;4;high;5;0.633020642;0;181.0462527;no
186;sales;0;0.731349509;3;low;4;0.626620887;0;178.2384253;no
187;retail;0;0.788614365;4;low;6;0.414706569;0;183.1768187;no
188;operations;0;0.599711274;2;medium;7;0.687063514;1;185.2204211;no
189;marketing;0;0.73029129;3;medium;6;0.55556856;0;182.6926246;no
190;engineering;0;0.648256355;4;medium;5;0.570751849;0;181.0345586;no
191;engineering;0;0.690193344;2;medium;6;0.523687443;0;182.2017806;no
192;operations;0;0.561506285;3;medium;6;0.675966624;0;182.5245713;no
193;operations;0;0.636486138;4;low;6;0.557762178;0;182.3088849;no
194;engineering;0;0.592803909;3;medium;7;0.681760371;0;184.7135977;no
195;operations;0;0.491351399;3;medium;5;0.813642687;0;178.9813916;no
196;engineering;0;0.686744327;3;medium;5;0.584576008;0;181.4374982;no
197;engineering;0;0.477593323;3;medium;7;0.703186979;0;185.415218;no
198;marketing;0;0.575488994;3;low;6;0.486451855;0;184.3677146;no
199;marketing;0;0.574835793;3;high;6;0.766654604;0;182.4224336;no
200;finance;0;0.676718511;3;medium;6;0.555433513;0;182.1208317;no
201;retail;0;0.683159228;4;medium;6;0.545915478;0;182.4147403;no
202;sales;0;0.63587276;3;medium;4;0.668412839;0;178.458489;no
203;engineering;1;0.557517393;4;medium;5;0.740530822;1;178.688637;no
204;IT;0;0.591570776;3;medium;6;0.656368349;0;182.8291662;no
205;sales;0;0.61487436;2;low;5;0.681510945;1;179.0215673;no
206;engineering;0;0.609747867;4;medium;4;0.762567498;0;177.2912677;no
207;sales;0;0.678528363;3;high;5;0.704906696;0;180.6486533;no
208;marketing;0;0.704543259;3;medium;5;0.447838713;1;179.5701042;no
209;retail;0;0.689400686;4;high;7;0.568979611;0;184.9984206;no
210;operations;0;0.610085234;4;medium;7;0.561612047;1;186.9994472;no
211;IT;0;0.54159894;4;medium;7;0.680492781;0;185.7314202;no
212;sales;0;0.62040232;3;medium;5;0.736593343;0;179.3656943;no
213;retail;0;0.69119112;4;medium;6;0.507955985;0;181.8215068;no
214;sales;0;0.578436501;4;low;5;0.695245814;1;180.7511206;no
215;retail;0;0.544026373;3;medium;6;0.617484168;0;181.9896078;no
216;engineering;0;0.682715675;3;low;6;0.55723708;1;182.1162281;no
217;engineering;0;0.777609019;3;medium;5;0.374038155;0;181.1255503;no
218;engineering;0;0.625586131;3;medium;6;0.72546919;0;183.159314;no
219;sales;0;0.699132722;3;medium;5;0.637052789;0;180.2585048;no
220;marketing;0;0.531920161;3;medium;5;0.715676116;0;180.0277617;no
221;admin;0;0.641161807;5;medium;6;0.509000243;0;181.6299336;no
222;support;0;0.648271122;4;medium;5;0.540497296;0;180.1260235;no
223;support;0;0.740383835;4;high;5;0.673365297;0;180.6748572;no
224;retail;0;0.648855016;3;medium;4;0.689568135;0;178.4735398;no
225;sales;0;0.608143413;3;high;6;0.667121654;0;184.1126309;no
226;operations;0;0.564604791;3;medium;6;0.738272078;1;182.0562928;no
227;engineering;0;0.587587222;4;medium;5;0.719550408;0;181.3189071;no
228;operations;1;0.658124733;3;medium;6;0.592541513;0;183.2173088;no
229;sales;0;0.53891166;4;medium;5;0.83540288;0;179.5442618;no
230;retail;0;0.651237659;3;low;7;0.485707141;0;184.5673446;no
231;finance;0;0.624287785;5;medium;7;0.511877161;0;184.9995687;no
232;marketing;0;0.649825917;3;medium;6;0.546020339;1;183.2684785;no
233;operations;0;0.593087353;3;medium;6;0.588707945;1;181.5840592;no
234;operations;0;0.653280628;4;medium;7;0.496427773;0;187.1690767;no
235;sales;0;0.640193231;3;high;5;0.613225641;0;180.462972;no
236;retail;0;0.561347156;4;low;6;0.748458413;1;183.1163823;no
237;support;0;0.555778628;3;medium;7;0.628200023;0;187.0387989;no
238;support;0;0.640650169;2;low;5;0.635695269;0;180.7823158;no
239;sales;0;0.658293972;4;medium;6;0.549524718;1;181.8137625;no
240;support;0;0.588406141;4;medium;5;0.676711997;0;178.5240809;no
241;support;0;0.686919055;3;medium;6;0.611437558;0;183.8059863;no
242;sales;0;0.668739137;3;low;5;0.610917552;0;181.0929628;no
243;sales;0;0.785391805;3;medium;7;0.330740776;0;185.171168;no
244;marketing;0;;3;low;4;0.751029808;0;178.495616;no
245;finance;0;0.657375455;3;medium;6;0.575934667;0;182.9209836;no
246;marketing;0;0.64389314;4;medium;5;0.647067605;0;181.4575126;no
247;support;0;0.624498312;3;medium;5;0.588540933;1;179.535117;no
248;logistics;0;0.673732519;3;medium;5;0.599343838;1;179.0070102;no
249;IT;0;0.621655861;3;medium;4;0.667414855;0;178.1232182;no
250;operations;0;0.628892084;3;medium;5;0.705834422;1;180.2629979;no
251;retail;0;0.670615446;3;medium;4;0.626441091;0;176.7832036;no
252;retail;0;0.693749696;2;high;3;0.721034476;0;174.4666356;no
253;operations;0;0.605231285;3;medium;5;0.585515326;0;181.235482;no
254;retail;0;0.726660964;3;medium;5;0.508429865;0;179.3970555;no
255;admin;0;0.594152668;3;medium;6;0.530991681;0;183.004605;no
256;retail;0;0.651816861;3;medium;6;0.435198352;1;181.6252314;no
257;retail;0;0.629880627;3;high;7;0.631082744;0;184.8249878;no
258;marketing;0;0.774718297;4;medium;5;0.535890389;0;178.9791513;no
259;operations;0;0.536904511;4;high;6;0.693882796;0;183.4106757;no
260;support;0;0.576672481;4;medium;6;0.673227356;1;181.9152584;no
261;operations;0;0.559431114;3;medium;6;0.791662315;0;182.0463999;no
262;marketing;0;0.620486533;3;medium;3;0.714145922;0;175.433573;no
263;engineering;0;0.74329028;4;medium;6;0.374436407;1;183.8863754;no
264;engineering;0;0.480096613;3;medium;6;0.824238642;0;184.2028008;no
265;finance;0;0.599696573;3;high;6;0.59912085;0;184.3097962;no
266;retail;0;0.628830915;4;medium;7;0.546332242;0;184.9884334;no
267;engineering;0;0.566292249;3;high;7;0.634008342;0;184.8285729;no
268;sales;0;0.557626214;4;high;4;0.676500583;0;178.251316;no
269;support;0;0.878795431;3;high;6;0.296670474;0;182.7242483;no
270;retail;0;0.567073446;4;medium;6;0.562758948;1;184.2329251;no
271;marketing;1;0.717962816;3;medium;6;0.494445104;1;182.5584001;no
272;sales;0;0.680470972;3;medium;5;0.53993917;0;179.4861089;no
273;operations;0;0.614781274;3;medium;5;0.800406072;1;178.9863547;no
274;engineering;0;0.659403004;4;medium;4;0.669684475;0;177.510651;no
275;IT;0;0.735910311;4;low;6;0.392024909;0;184.4360685;no
276;retail;0;0.633919043;4;medium;5;0.632312788;1;181.2520588;no
277;marketing;0;0.630694347;3;medium;7;0.469402697;0;185.3020306;no
278;sales;0;0.57556522;3;medium;5;0.643142965;1;180.7676691;no
279;sales;0;0.710978094;3;low;6;0.496894669;1;183.0414204;no
280;sales;0;0.64666194;3;high;5;0.706500804;1;179.1297085;no
281;operations;0;0.679842333;3;medium;7;0.560255576;1;185.5445827;no
282;engineering;0;0.651853216;3;high;5;0.617978946;0;180.6925249;no
283;support;0;0.638456677;3;medium;5;0.659803891;0;179.02723;no
284;sales;0;0.705958072;3;medium;5;0.507748394;0;181.2736281;no
285;support;0;0.68893965;4;medium;6;0.468797803;0;183.9177525;no
286;marketing;0;0.68971678;3;low;5;0.597257471;0;179.1773813;no
287;logistics;0;0.64880558;2;medium;5;0.627285738;0;180.0743075;no
288;operations;0;0.538705722;2;low;6;0.791164402;0;182.5838472;no
289;logistics;0;0.78341791;3;medium;6;0.558145595;0;182.4350932;no
290;operations;0;0.701961121;3;medium;6;0.529180557;0;183.5051795;no
291;sales;0;0.722673734;4;medium;6;0.517589648;0;182.4659112;no
292;engineering;0;0.649470629;3;medium;6;0.692103349;0;182.942893;no
293;marketing;0;0.643138026;4;medium;6;0.572610567;1;183.4586084;no
294;engineering;0;0.601450859;3;high;6;0.782330138;0;182.5648697;no
295;marketing;0;0.586627663;4;medium;5;0.731453286;0;180.0436023;no
296;IT;0;0.633307914;2;medium;6;0.533993542;1;182.019872;no
297;retail;0;0.654892139;3;medium;6;0.553197375;0;183.7356612;no
298;engineering;0;0.722653356;3;medium;6;0.463497576;0;182.6231851;no
299;retail;0;0.620769422;3;medium;6;0.721604453;0;182.1048946;no
300;operations;0;0.585213074;3;medium;6;0.736021969;1;182.3598642;no
301;finance;0;0.574516725;3;high;5;0.711200419;1;180.6668648;no
302;engineering;0;0.581124801;3;high;5;0.661928019;0;181.2207931;no
303;operations;0;0.662671189;2;medium;4;0.618150597;0;177.7825659;no
304;logistics;0;0.62477231;3;medium;3;0.663949889;1;175.4194462;no
305;retail;0;0.70769626;4;medium;5;0.662104855;0;179.4400364;no
306;retail;0;0.660694585;3;medium;5;0.500198927;0;178.5803185;no
307;logistics;0;0.5645323;3;high;6;0.781949414;0;183.5257385;no
308;operations;0;0.528941813;4;medium;5;0.710813115;0;180.6862864;no
309;sales;0;0.52271118;3;medium;5;0.752300492;1;180.4635447;no
310;sales;0;0.491036617;4;medium;6;0.744746486;0;182.2042408;no
311;engineering;0;0.529446895;4;high;6;0.593169527;0;182.8858585;no
312;logistics;0;0.58996718;4;high;5;0.692656666;0;179.1476206;no
313;marketing;0;0.68046966;4;medium;7;0.537146378;0;185.8846503;no
314;operations;0;0.642618991;4;low;6;0.6095616;0;183.8428746;no
315;operations;0;0.57190089;4;medium;4;0.778646544;0;177.2248618;no
316;support;0;0.74257279;2;medium;6;0.494785273;0;182.5283672;no
317;engineering;0;0.71023182;3;medium;6;0.522072296;1;182.1173843;no
318;engineering;0;0.598498075;4;medium;5;0.684446916;0;178.7386497;no
319;IT;0;0.664436904;3;medium;6;0.611271787;0;181.5357697;no
320;operations;0;0.613052589;3;low;6;0.607333035;0;181.677634;no
321;sales;0;0.679876098;3;medium;6;0.532687476;0;183.8842752;no
322;engineering;0;0.630618005;4;medium;6;0.60620282;1;184.3002616;no
323;sales;0;0.602307965;3;high;5;0.66841517;1;181.3906508;no
324;sales;0;;3;medium;6;0.555531714;0;182.4996885;no
325;engineering;0;0.630666202;4;medium;6;0.674500577;0;183.9194038;no
326;retail;0;0.614953111;3;low;6;0.600856481;0;184.1433046;no
327;engineering;0;0.508349429;3;low;7;0.645473599;0;185.1258238;no
328;sales;0;0.574583605;4;high;4;0.873535274;0;176.7518359;no
329;retail;0;0.491938383;3;high;6;0.732552801;0;183.085605;no
330;engineering;0;0.543056683;3;medium;6;0.698621706;0;182.3461933;no
331;sales;0;0.622918189;4;low;5;0.694773476;0;180.7098732;no
332;support;1;0.572532126;4;medium;7;0.572108713;0;185.1337209;no
333;sales;1;0.633963544;3;high;6;0.595713434;1;183.686097;no
334;support;0;0.749049923;3;high;4;0.470531328;0;177.9370628;no
335;logistics;0;0.732445134;3;medium;6;0.424040746;1;182.9934785;no
336;IT;0;0.57006124;3;low;6;0.753995219;0;182.2660517;no
337;operations;0;0.611107899;3;medium;5;0.647153924;0;179.2847611;no
338;operations;0;0.707524225;2;medium;4;0.672721326;0;175.9615691;no
339;operations;1;0.68468374;3;high;5;0.588764445;0;180.412272;no
340;operations;0;0.605693801;4;medium;5;0.642638033;0;181.1033035;no
341;sales;0;0.668875595;4;medium;6;0.604431128;1;183.09883;no
342;sales;0;0.529108832;3;medium;6;0.462027827;0;182.2749113;no
343;operations;0;0.557895175;3;low;6;0.639191977;0;182.5933419;no
344;retail;0;0.514097507;4;medium;5;0.809969339;0;180.8104826;no
345;finance;0;0.609155786;4;medium;6;0.538208146;0;182.9478412;no
346;support;0;0.600762;3;low;3;0.782939096;1;175.4700795;no
347;retail;0;0.800909619;3;high;5;0.471361978;0;180.8000814;no
348;operations;0;0.713189625;5;medium;6;0.487953494;0;184.4288986;no
349;finance;0;0.643209998;4;medium;6;0.500260546;0;183.3266003;no
350;operations;0;0.583684783;3;medium;5;0.651587399;0;180.3413806;no
351;engineering;0;0.492284054;3;medium;7;0.715535044;0;186.6225504;no
352;support;0;0.632045582;3;medium;7;0.406384186;0;184.8834924;no
353;engineering;0;0.493000773;2;medium;6;0.708092264;1;182.9040329;no
354;engineering;0;0.692773264;4;medium;4;0.657978167;0;177.4953227;no
355;sales;0;0.633872221;3;medium;6;0.671373918;1;183.2013479;no
356;retail;0;0.619572546;3;low;6;0.62411612;0;183.8336454;no
357;marketing;0;0.630629019;3;low;4;0.645417489;0;177.2615043;no
358;retail;0;0.550893754;3;medium;5;0.65610212;0;181.2869594;no
359;marketing;0;0.498904638;4;high;6;0.632214329;0;184.3433182;no
360;engineering;0;0.658353255;4;medium;6;0.580620591;0;181.646985;no
361;sales;0;0.726121142;3;medium;6;0.527170402;0;183.4037464;no
362;sales;0;0.609368166;3;medium;6;0.706815867;0;181.5736164;no
363;engineering;0;0.616610234;3;medium;4;0.693143746;0;177.74819;no
364;operations;0;0.642405834;2;medium;6;0.510806839;1;183.1595262;no
365;support;0;0.545351939;4;medium;5;0.690441361;1;178.9803339;no
366;engineering;0;0.508539627;3;medium;7;0.781932045;0;184.7236467;no
367;logistics;0;0.63647857;3;low;6;0.52592574;0;181.9768098;no
368;sales;0;0.653290928;3;medium;5;0.652442303;0;179.4138411;no
369;retail;0;0.599703806;3;medium;6;0.732094041;0;182.7636965;no
370;engineering;0;0.600054097;3;medium;5;0.596000913;0;180.4098535;no
371;sales;0;0.636903486;3;high;5;0.716579114;0;178.5460693;no
372;operations;0;;4;low;6;0.486987347;1;182.880211;no
373;engineering;0;0.635214077;3;medium;6;0.613049454;1;182.4591439;no
374;sales;0;0.631616088;3;medium;5;0.669910667;1;181.0060977;no
375;sales;0;0.723005932;4;medium;6;0.428767783;0;184.4281697;no
376;marketing;0;0.582946759;3;high;8;0.544853113;0;187.5311893;no
377;support;0;0.620720931;3;medium;5;0.648418475;0;180.7197171;no
378;operations;0;0.550525292;3;high;6;0.754768157;0;184.2141818;no
379;engineering;0;0.735619022;4;medium;4;0.625845796;1;177.0869083;no
380;retail;0;0.66823825;3;medium;5;0.563026767;0;181.3227369;no
381;marketing;0;0.50210644;4;medium;7;0.673617173;0;185.4265964;no
382;operations;0;0.690441336;3;medium;6;0.586420525;0;183.9781269;no
383;sales;0;0.795490997;3;medium;5;0.494092448;0;179.8277225;no
384;sales;0;0.721620925;3;medium;6;0.433149122;1;183.1683545;no
385;engineering;0;0.657791649;3;medium;7;0.500168692;0;184.6099848;no
386;sales;0;0.700577286;4;medium;5;0.484935875;0;180.7873501;yes
387;finance;0;0.657250323;3;medium;7;0.55268779;0;186.7997738;no
388;engineering;0;0.636162124;3;high;6;0.401475873;0;183.1523374;no
